Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,age,total_children,total_spending,total_purchases,meat_share,fruit_share,fish_share,sweet_share,gold_share,deals_share,web_share,catalog_share,store_share,Customer_Days
Basic,Married,24480.0,46,3,7,0,34,1,102,10,0.08823529411764706,0.18627450980392157,0.27450980392156865,0.24509803921568626,0.16666666666666666,0.3,0.3,0.0,0.4,503
Graduation,Together,51369.0,84,2,8,0,39,1,576,16,0.1371527777777778,0.012152777777777778,0.0,0.019097222222222224,0.3159722222222222,0.125,0.5,0.125,0.25,612
Graduation,Together,37760.0,20,2,7,0,69,0,317,13,0.11987381703470032,0.015772870662460567,0.47318611987381703,0.03785488958990536,0.08832807570977919,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.46153846153846156,667
PhD,Together,65640.0,74,1,2,0,41,1,461,15,0.3232104121475054,0.015184381778741865,0.04338394793926247,0.03253796095444685,0.14316702819956617,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.5333333333333333,120
Master,Married,44319.0,18,2,5,0,40,2,37,7,0.21621621621621623,0.0,0.0,0.0,0.08108108108108109,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,73
Graduation,Married,30631.0,75,1,7,0,41,1,70,7,0.2857142857142857,0.08571428571428572,0.05714285714285714,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,352
Graduation,Together,75278.0,17,1,3,0,63,0,930,23,0.24731182795698925,0.1053763440860215,0.16129032258064516,0.07956989247311828,0.07956989247311828,0.043478260869565216,0.2608695652173913,0.13043478260869565,0.5652173913043478,516
Master,Together,50898.0,88,13,5,0,59,2,859,33,0.2817229336437718,0.03259604190919674,0.0640279394644936,0.13271245634458673,0.15715948777648428,0.3939393939393939,0.18181818181818182,0.06060606060606061,0.36363636363636365,537
Graduation,Widow,79946.0,19,1,3,0,49,0,1478,22,0.38227334235453314,0.12381596752368065,0.11231393775372124,0.09539918809201624,0.018944519621109608,0.045454545454545456,0.22727272727272727,0.5,0.22727272727272727,48
Master,Divorced,35416.0,62,3,8,0,66,0,390,16,0.2076923076923077,0.007692307692307693,0.010256410256410256,0.007692307692307693,0.13076923076923078,0.1875,0.4375,0.0625,0.3125,381
2n Cycle,Together,32414.0,11,1,7,0,31,0,52,5,0.09615384615384616,0.11538461538461539,0.0,0.17307692307692307,0.23076923076923078,0.2,0.2,0.0,0.6,360
Graduation,Together,38361.0,74,3,7,0,46,1,137,10,0.40875912408759124,0.0,0.145985401459854,0.058394160583941604,0.10218978102189781,0.3,0.3,0.1,0.3,184
Graduation,Married,82497.0,32,1,4,0,35,0,1919,19,0.2985930171964565,0.0672225117248567,0.11255862428348098,0.010943199583116207,0.10578426263679,0.05263157894736842,0.10526315789473684,0.3684210526315789,0.47368421052631576,606
Graduation,Together,16626.0,76,3,9,0,44,2,68,9,0.3235294117647059,0.04411764705882353,0.3088235294117647,0.014705882352941176,0.19117647058823528,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,165
Graduation,Together,29672.0,6,1,6,0,50,2,25,4,0.12,0.04,0.0,0.16,0.32,0.25,0.0,0.0,0.75,474
Master,Together,55951.0,62,3,8,0,63,1,1374,23,0.05822416302765648,0.0,0.0,0.009461426491994178,0.02911208151382824,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.4782608695652174,675
2n Cycle,Divorced,35388.0,20,1,7,0,27,1,32,5,0.21875,0.125,0.125,0.09375,0.25,0.2,0.2,0.0,0.6,479
Master,Together,42386.0,43,1,8,0,29,1,100,7,0.16,0.04,0.0,0.04,0.11,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,532
Graduation,Single,68627.0,45,1,1,0,33,0,825,12,0.3187878787878788,0.01818181818181818,0.07272727272727272,0.06545454545454546,0.04606060606060606,0.08333333333333333,0.16666666666666666,0.25,0.5,533
PhD,Divorced,57912.0,34,5,5,0,50,1,916,28,0.08733624454148471,0.0,0.0,0.0,0.03820960698689956,0.17857142857142858,0.2857142857142857,0.10714285714285714,0.42857142857142855,104
Graduation,Divorced,35246.0,53,4,5,0,57,2,62,11,0.1935483870967742,0.0,0.03225806451612903,0.03225806451612903,0.16129032258064516,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,74
2n Cycle,Together,58821.0,44,1,6,0,59,1,728,21,0.21153846153846154,0.019230769230769232,0.0260989010989011,0.0,0.038461538461538464,0.047619047619047616,0.42857142857142855,0.09523809523809523,0.42857142857142855,260
PhD,Married,46377.0,89,1,4,0,37,1,90,7,0.5111111111111111,0.0,0.044444444444444446,0.03333333333333333,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,120
Graduation,Single,39747.0,43,3,8,0,27,1,273,13,0.34065934065934067,0.054945054945054944,0.07326007326007326,0.047619047619047616,0.19047619047619047,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.3076923076923077,77
Graduation,Together,23976.0,68,3,7,0,31,1,66,10,0.3181818181818182,0.015151515151515152,0.030303030303030304,0.045454545454545456,0.3787878787878788,0.3,0.3,0.1,0.3,184
Master,Married,80950.0,44,1,2,0,54,0,1213,23,0.09233305853256389,0.12118713932399011,0.18054410552349548,0.12118713932399011,0.05193734542456719,0.043478260869565216,0.2608695652173913,0.30434782608695654,0.391304347826087,458
Graduation,Widow,27038.0,64,1,9,0,49,0,107,7,0.2336448598130841,0.24299065420560748,0.1588785046728972,0.21495327102803738,0.14018691588785046,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,649
Graduation,Single,77457.0,85,1,1,0,68,0,1157,18,0.34572169403630076,0.00950734658599827,0.01296456352636128,0.03889369057908384,0.00950734658599827,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.5555555555555556,116
Master,Married,64100.0,93,1,7,0,51,1,546,18,0.04945054945054945,0.0,0.0,0.0,0.018315018315018316,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.3333333333333333,292
Master,Together,42670.0,12,1,4,0,23,0,241,11,0.1908713692946058,0.008298755186721992,0.08298755186721991,0.016597510373443983,0.06224066390041494,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,428
Graduation,Divorced,12571.0,86,4,6,0,39,1,53,11,0.2641509433962264,0.09433962264150944,0.03773584905660377,0.22641509433962265,0.32075471698113206,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,162
Graduation,Married,22574.0,28,2,7,0,48,3,37,7,0.21621621621621623,0.0,0.05405405405405406,0.0,0.05405405405405406,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,244
Master,Single,70893.0,42,1,3,0,39,0,1508,23,0.3720159151193634,0.029177718832891247,0.05106100795755968,0.029177718832891247,0.009283819628647215,0.043478260869565216,0.2608695652173913,0.2608695652173913,0.43478260869565216,508
Graduation,Married,54198.0,13,6,4,0,49,2,235,16,0.11914893617021277,0.0,0.01276595744680851,0.00851063829787234,0.07234042553191489,0.375,0.1875,0.0625,0.375,194
Master,Together,28839.0,86,2,5,0,59,2,32,7,0.21875,0.0,0.0,0.0,0.03125,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,110
Graduation,Married,40321.0,59,2,7,0,43,2,102,8,0.20588235294117646,0.0392156862745098,0.058823529411764705,0.0,0.2647058823529412,0.25,0.375,0.0,0.375,335
Graduation,Single,66503.0,30,2,3,0,30,1,401,15,0.3192019950124688,0.1596009975062344,0.16209476309226933,0.007481296758104738,0.12468827930174564,0.13333333333333333,0.26666666666666666,0.2,0.4,684
Graduation,Married,30833.0,33,2,5,0,64,2,28,6,0.25,0.0,0.10714285714285714,0.03571428571428571,0.21428571428571427,0.3333333333333333,0.16666666666666666,0.0,0.5,348
Graduation,Married,64795.0,23,3,2,0,44,1,680,21,0.175,0.007352941176470588,0.05588235294117647,0.04264705882352941,0.11323529411764706,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,528
Graduation,Married,34421.0,81,1,7,0,41,1,30,4,0.23333333333333334,0.1,0.2,0.06666666666666667,0.3,0.25,0.25,0.0,0.5,363
PhD,Divorced,47025.0,6,1,7,0,50,2,20,4,0.15,0.0,0.0,0.0,0.05,0.25,0.25,0.0,0.5,140
PhD,Divorced,64325.0,41,5,7,0,54,1,1307,23,0.2700841622035195,0.045906656465187455,0.05967865340474369,0.009181331293037491,0.0558530986993114,0.21739130434782608,0.43478260869565216,0.13043478260869565,0.21739130434782608,507
Graduation,Single,40464.0,78,6,8,0,62,1,630,24,0.1873015873015873,0.026984126984126985,0.011111111111111112,0.03650793650793651,0.06507936507936508,0.25,0.3333333333333333,0.08333333333333333,0.3333333333333333,534
Graduation,Married,62187.0,49,1,3,0,58,0,1283,18,0.21434138737334374,0.0,0.03507404520654715,0.03507404520654715,0.09820732657833203,0.05555555555555555,0.2222222222222222,0.4444444444444444,0.2777777777777778,359
PhD,Divorced,14849.0,39,3,8,0,39,1,65,9,0.4307692307692308,0.03076923076923077,0.046153846153846156,0.03076923076923077,0.13846153846153847,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,362
Graduation,Married,27255.0,3,1,7,0,31,1,37,5,0.2972972972972973,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0.2,0.2,0.0,0.6,234
PhD,Married,54432.0,37,1,4,0,65,3,38,5,0.13157894736842105,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,416
PhD,Single,29999.0,22,4,8,0,29,1,160,12,0.36875,0.04375,0.0625,0.03125,0.06875,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,501
Graduation,Single,24072.0,79,1,8,0,32,1,23,4,0.2608695652173913,0.043478260869565216,0.13043478260869565,0.0,0.17391304347826086,0.25,0.25,0.0,0.5,439
PhD,Single,33996.0,46,1,4,0,26,0,71,6,0.2112676056338028,0.028169014084507043,0.11267605633802817,0.0,0.08450704225352113,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,291
PhD,Married,66334.0,82,2,5,0,59,1,1161,19,0.18776916451335057,0.009474590869939707,0.0,0.0,0.019810508182601206,0.10526315789473684,0.47368421052631576,0.15789473684210525,0.2631578947368421,452
Master,Married,35178.0,10,1,7,0,44,1,59,5,0.22033898305084745,0.01694915254237288,0.03389830508474576,0.03389830508474576,0.3050847457627119,0.2,0.2,0.2,0.4,535
Graduation,Together,22010.0,51,2,8,0,32,1,33,7,0.2727272727272727,0.06060606060606061,0.09090909090909091,0.0,0.24242424242424243,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,364
Graduation,Divorced,62204.0,38,1,3,0,55,2,946,22,0.26109936575052856,0.048625792811839326,0.15961945031712474,0.048625792811839326,0.14693446088794926,0.045454545454545456,0.18181818181818182,0.22727272727272727,0.5454545454545454,655
Graduation,Divorced,75693.0,10,1,4,0,47,0,1442,22,0.2031900138696255,0.10610263522884882,0.049930651872399444,0.06726768377253814,0.020804438280166437,0.045454545454545456,0.5,0.18181818181818182,0.2727272727272727,570
Graduation,Married,30675.0,14,1,8,0,43,1,62,5,0.25806451612903225,0.03225806451612903,0.1774193548387097,0.03225806451612903,0.3387096774193548,0.2,0.2,0.0,0.6,594
Graduation,Together,83003.0,18,1,3,0,50,0,1674,22,0.34050179211469533,0.03643966547192354,0.023894862604540025,0.014934289127837515,0.07287933094384708,0.045454545454545456,0.3181818181818182,0.2727272727272727,0.36363636363636365,483
Graduation,Single,68655.0,95,1,3,0,27,0,1538,21,0.540962288686606,0.01235370611183355,0.04876462938881664,0.07672301690507152,0.0247074122236671,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.5238095238095238,688
Graduation,Divorced,41411.0,11,1,6,0,29,0,139,8,0.2733812949640288,0.2302158273381295,0.07913669064748201,0.02158273381294964,0.12949640287769784,0.125,0.25,0.125,0.5,204
PhD,Married,55212.0,65,3,8,0,46,1,1182,20,0.03807106598984772,0.0,0.0,0.0,0.028764805414551606,0.15,0.2,0.1,0.55,583
PhD,Together,59292.0,71,2,3,0,65,1,507,18,0.1341222879684418,0.027613412228796843,0.03747534516765286,0.027613412228796843,0.027613412228796843,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.4444444444444444,381
Basic,Together,27190.0,13,1,8,0,42,1,18,4,0.3888888888888889,0.3333333333333333,0.0,0.05555555555555555,0.16666666666666666,0.25,0.25,0.0,0.5,318
Graduation,Divorced,82623.0,58,1,1,0,63,0,940,16,0.2170212765957447,0.036170212765957444,0.1829787234042553,0.16276595744680852,0.18404255319148935,0.0625,0.125,0.5625,0.25,231
Graduation,Married,44300.0,65,2,6,0,50,2,42,6,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.3333333333333333,0.16666666666666666,0.0,0.5,371
Graduation,Divorced,84835.0,0,1,1,0,45,0,1190,15,0.31848739495798317,0.08739495798319327,0.09327731092436975,0.1588235294117647,0.18319327731092436,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.4,13
Graduation,Widow,30372.0,33,3,7,0,44,2,44,8,0.2727272727272727,0.0,0.1590909090909091,0.06818181818181818,0.1590909090909091,0.375,0.25,0.0,0.375,551
Master,Married,33181.0,90,1,6,0,39,1,16,4,0.1875,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,177
Graduation,Married,71113.0,95,4,4,0,58,1,835,26,0.30538922155688625,0.03952095808383234,0.013173652694610778,0.03952095808383234,0.009580838323353293,0.15384615384615385,0.23076923076923078,0.2692307692307692,0.34615384615384615,194
Graduation,Married,71952.0,93,2,4,0,29,1,1443,22,0.3153153153153153,0.05544005544005544,0.036036036036036036,0.07415107415107415,0.06444906444906445,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,535
PhD,Single,69759.0,38,3,3,0,49,0,1029,18,0.49951409135082603,0.019436345966958212,0.012633624878522837,0.029154518950437316,0.0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,244
Graduation,Married,72099.0,18,1,1,0,41,0,1188,18,0.3451178451178451,0.0765993265993266,0.10016835016835017,0.0,0.018518518518518517,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.5555555555555556,610
PhD,Single,60000.0,57,5,6,0,39,1,1277,24,0.16992952231793265,0.0,0.0,0.0,0.009397024275646046,0.20833333333333334,0.4583333333333333,0.125,0.20833333333333334,554
Graduation,Single,38643.0,45,2,7,1,37,2,49,7,0.2857142857142857,0.04081632653061224,0.0,0.02040816326530612,0.20408163265306123,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,212
Graduation,Married,50737.0,61,1,6,0,60,1,99,7,0.1111111111111111,0.0,0.0,0.0,0.10101010101010101,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,414
PhD,Married,68462.0,6,1,1,0,46,0,1670,15,0.47005988023952094,0.03832335329341317,0.05029940119760479,0.07664670658682635,0.02874251497005988,0.06666666666666667,0.2,0.2,0.5333333333333333,564
Master,Married,65073.0,65,1,2,1,72,0,900,14,0.19666666666666666,0.01888888888888889,0.07666666666666666,0.0,0.008888888888888889,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.35714285714285715,313
PhD,Together,46681.0,52,2,5,0,67,2,425,16,0.1623529411764706,0.03529411764705882,0.03529411764705882,0.04470588235294118,0.08941176470588236,0.125,0.25,0.375,0.25,264
Graduation,Married,78618.0,87,1,2,0,58,0,2153,22,0.3799349744542499,0.07570831398049234,0.09846725499303298,0.07570831398049234,0.02833255921969345,0.045454545454545456,0.18181818181818182,0.3181818181818182,0.45454545454545453,639
PhD,Widow,62187.0,38,3,4,0,46,1,636,21,0.13050314465408805,0.0,0.0,0.0,0.06446540880503145,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.47619047619047616,99
Graduation,Married,28442.0,53,3,4,0,37,2,57,10,0.17543859649122806,0.05263157894736842,0.19298245614035087,0.14035087719298245,0.10526315789473684,0.3,0.2,0.1,0.4,125
PhD,Married,37717.0,31,1,9,0,37,1,25,4,0.24,0.0,0.16,0.04,0.2,0.25,0.25,0.0,0.5,583
Graduation,Married,51479.0,67,7,7,0,48,2,494,22,0.32388663967611336,0.016194331983805668,0.012145748987854251,0.016194331983805668,0.13157894736842105,0.3181818181818182,0.2727272727272727,0.13636363636363635,0.2727272727272727,548
Graduation,Single,54803.0,65,2,4,0,46,1,693,19,0.13275613275613277,0.0,0.04040404040404041,0.03896103896103896,0.2049062049062049,0.10526315789473684,0.3157894736842105,0.10526315789473684,0.47368421052631576,677
Graduation,Married,79530.0,64,1,2,0,55,0,1348,26,0.6045994065281899,0.0,0.0956973293768546,0.03115727002967359,0.021513353115727003,0.038461538461538464,0.15384615384615385,0.38461538461538464,0.4230769230769231,408
Graduation,Divorced,31615.0,82,2,7,0,39,1,51,7,0.39215686274509803,0.058823529411764705,0.11764705882352941,0.21568627450980393,0.17647058823529413,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,470
Graduation,Together,72025.0,27,1,3,0,53,0,1932,16,0.2841614906832298,0.017080745341614908,0.07815734989648034,0.06884057971014493,0.12060041407867494,0.0625,0.25,0.1875,0.5,589
PhD,Single,52614.0,63,2,8,0,40,1,990,16,0.14343434343434344,0.0,0.012121212121212121,0.00909090909090909,0.03838383838383838,0.125,0.125,0.25,0.5,575
2n Cycle,Married,35684.0,66,1,6,0,31,1,30,5,0.23333333333333334,0.13333333333333333,0.0,0.2,0.1,0.2,0.2,0.0,0.6,68
Graduation,Married,48178.0,69,6,8,0,40,2,254,16,0.17716535433070865,0.015748031496062992,0.023622047244094488,0.007874015748031496,0.14960629921259844,0.375,0.3125,0.0625,0.25,609
Master,Single,29548.0,52,1,4,0,45,1,29,5,0.20689655172413793,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.3793103448275862,0.2,0.2,0.2,0.4,304
Graduation,Single,63810.0,45,4,8,0,49,1,1371,23,0.18453683442742524,0.0087527352297593,0.011670313639679067,0.0087527352297593,0.0736688548504741,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.5217391304347826,595
PhD,Single,38578.0,2,3,8,0,43,2,73,9,0.3013698630136986,0.0547945205479452,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,372
Master,Single,46098.0,86,4,8,0,40,2,120,11,0.225,0.0,0.0,0.0,0.3,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.18181818181818182,680
Graduation,Single,22585.0,23,1,9,0,45,0,81,5,0.18518518518518517,0.1111111111111111,0.16049382716049382,0.024691358024691357,0.48148148148148145,0.2,0.2,0.2,0.4,468
Graduation,Single,30279.0,13,1,8,0,26,1,37,5,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02702702702702703,0.2,0.2,0.0,0.6,546
PhD,Together,66426.0,14,2,6,0,54,1,1377,20,0.07044299201161947,0.017429193899782137,0.023238925199709513,0.017429193899782137,0.1140159767610748,0.1,0.15,0.25,0.5,270
Graduation,Single,30822.0,92,1,7,0,46,1,51,5,0.2549019607843137,0.17647058823529413,0.0392156862745098,0.23529411764705882,0.23529411764705882,0.2,0.2,0.0,0.6,380
PhD,Married,33581.0,38,1,8,0,46,2,17,4,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.25,0.25,0.0,0.5,537
Graduation,Married,19986.0,74,1,7,0,30,1,22,4,0.22727272727272727,0.2727272727272727,0.0,0.09090909090909091,0.2727272727272727,0.25,0.0,0.0,0.75,227
Graduation,Widow,27421.0,14,3,7,0,61,0,324,14,0.2962962962962963,0.037037037037037035,0.24074074074074073,0.12345679012345678,0.1697530864197531,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.42857142857142855,564
2n Cycle,Married,35688.0,94,7,8,0,42,3,211,16,0.4265402843601896,0.014218009478672985,0.05687203791469194,0.004739336492890996,0.15165876777251186,0.4375,0.25,0.0625,0.25,676
Master,Single,36143.0,33,1,3,0,34,1,19,4,0.05263157894736842,0.0,0.0,0.0,0.3157894736842105,0.25,0.0,0.25,0.5,91
Graduation,Single,10245.0,32,3,5,0,44,1,41,8,0.17073170731707318,0.17073170731707318,0.14634146341463414,0.0975609756097561,0.3170731707317073,0.375,0.125,0.25,0.25,410
Master,Together,43795.0,11,3,7,0,47,1,492,17,0.10772357723577236,0.022357723577235773,0.008130081300813009,0.006097560975609756,0.21747967479674796,0.17647058823529413,0.4117647058823529,0.17647058823529413,0.23529411764705882,256
Graduation,Together,63381.0,78,4,2,0,55,1,1005,26,0.14129353233830846,0.04975124378109453,0.03283582089552239,0.04975124378109453,0.1582089552238806,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.5,632
Graduation,Together,38823.0,56,1,6,0,66,1,114,7,0.09649122807017543,0.0,0.017543859649122806,0.07017543859649122,0.20175438596491227,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,668
PhD,Divorced,83664.0,57,3,5,0,47,2,1173,19,0.1287297527706735,0.017902813299232736,0.023870417732310314,0.017902813299232736,0.0733162830349531,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.631578947368421,417
Graduation,Together,90300.0,7,0,1,0,36,0,1738,19,0.4522439585730725,0.07710011507479862,0.0189873417721519,0.07710011507479862,0.03279631760644419,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,177
Master,Together,62499.0,0,2,4,0,36,1,222,12,0.2747747747747748,0.018018018018018018,0.0,0.05855855855855856,0.018018018018018018,0.16666666666666666,0.25,0.08333333333333333,0.5,202
Graduation,Single,74293.0,66,1,2,0,22,0,1127,16,0.2972493345164153,0.13487133984028393,0.08251996450754215,0.08074534161490683,0.07187222715173026,0.0625,0.3125,0.25,0.375,56
PhD,Married,51012.0,86,1,6,0,69,0,209,10,0.3014354066985646,0.0430622009569378,0.009569377990430622,0.0430622009569378,0.11483253588516747,0.1,0.4,0.1,0.4,437
Master,Married,70777.0,80,3,3,0,47,1,787,23,0.14358322744599747,0.044472681067344345,0.0,0.008894536213468869,0.09911054637865312,0.13043478260869565,0.21739130434782608,0.13043478260869565,0.5217391304347826,124
PhD,Together,68682.0,56,1,2,0,24,0,1598,24,0.3160200250312891,0.0,0.06195244055068836,0.01877346683354193,0.028160200250312892,0.041666666666666664,0.16666666666666666,0.375,0.4166666666666667,266
Graduation,Married,43824.0,18,4,8,0,44,2,186,12,0.22580645161290322,0.005376344086021506,0.06451612903225806,0.016129032258064516,0.17204301075268819,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,652
Graduation,Together,15345.0,51,2,8,0,31,1,47,6,0.3404255319148936,0.0425531914893617,0.06382978723404255,0.0425531914893617,0.40425531914893614,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,667
Graduation,Single,23442.0,71,1,7,0,28,1,27,5,0.2222222222222222,0.0,0.2962962962962963,0.2222222222222222,0.18518518518518517,0.2,0.2,0.0,0.6,552
2n Cycle,Together,14515.0,71,4,7,0,35,1,96,11,0.09375,0.041666666666666664,0.0625,0.375,0.3645833333333333,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.2727272727272727,597
2n Cycle,Divorced,31395.0,80,4,6,0,59,2,64,10,0.390625,0.015625,0.0,0.125,0.109375,0.4,0.2,0.1,0.3,463
Graduation,Together,75276.0,2,1,5,0,50,0,1040,23,0.1201923076923077,0.10096153846153846,0.13173076923076923,0.04038461538461539,0.020192307692307693,0.043478260869565216,0.391304347826087,0.17391304347826086,0.391304347826087,640
Graduation,Single,42373.0,83,5,5,0,41,2,163,13,0.37423312883435583,0.03067484662576687,0.018404907975460124,0.049079754601226995,0.1165644171779141,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.38461538461538464,318
Graduation,Together,30507.0,29,1,7,0,55,0,343,11,0.21574344023323616,0.10495626822157435,0.11078717201166181,0.05830903790087463,0.3206997084548105,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.36363636363636365,475
PhD,Single,55521.0,11,9,7,0,60,3,446,24,0.05829596412556054,0.0,0.0,0.0,0.008968609865470852,0.375,0.25,0.125,0.25,250
Graduation,Married,48006.0,55,1,6,0,50,2,41,5,0.2682926829268293,0.0,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.2,0.2,0.0,0.6,20
PhD,Single,27213.0,19,3,8,0,43,1,70,9,0.37142857142857144,0.04285714285714286,0.14285714285714285,0.12857142857142856,0.04285714285714286,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,668
PhD,Divorced,65808.0,1,3,6,0,44,2,272,14,0.29411764705882354,0.025735294117647058,0.04779411764705882,0.025735294117647058,0.03676470588235294,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.35714285714285715,30
PhD,Together,30351.0,19,1,9,0,41,1,46,6,0.5217391304347826,0.0,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.16666666666666666,0.5,0.0,0.3333333333333333,388
Graduation,Married,50437.0,28,3,7,0,52,2,490,19,0.18775510204081633,0.018367346938775512,0.012244897959183673,0.018367346938775512,0.00816326530612245,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.42105263157894735,620
2n Cycle,Single,23616.0,76,2,8,0,33,1,79,8,0.13924050632911392,0.27848101265822783,0.0379746835443038,0.08860759493670886,0.4050632911392405,0.25,0.375,0.0,0.375,589
Graduation,Married,53858.0,50,4,4,0,39,1,915,17,0.24153005464480876,0.05792349726775956,0.0633879781420765,0.16393442622950818,0.02841530054644809,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.35294117647058826,597
PhD,Married,66465.0,1,3,6,0,60,1,1485,35,0.13737373737373737,0.0,0.02558922558922559,0.019528619528619527,0.009427609427609427,0.08571428571428572,0.3142857142857143,0.2571428571428571,0.34285714285714286,456
Graduation,Single,46923.0,90,3,7,0,28,1,369,16,0.14634146341463414,0.11924119241192412,0.2764227642276423,0.21138211382113822,0.016260162601626018,0.1875,0.3125,0.0625,0.4375,676
Graduation,Together,75072.0,83,2,3,0,53,1,1073,19,0.287977632805219,0.03168685927306617,0.0,0.02050326188257223,0.11649580615097857,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,522
PhD,Married,75865.0,73,1,1,0,72,0,1242,19,0.4758454106280193,0.0,0.12560386473429952,0.0,0.00966183574879227,0.05263157894736842,0.15789473684210525,0.2631578947368421,0.5263157894736842,90
2n Cycle,Together,19789.0,24,3,5,0,40,1,78,9,0.11538461538461539,0.0641025641025641,0.358974358974359,0.07692307692307693,0.358974358974359,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,221
Graduation,Together,80134.0,11,1,5,0,21,0,1378,21,0.204644412191582,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.047619047619047616,0.09523809523809523,0.3333333333333333,0.5238095238095238,135
Graduation,Single,91065.0,33,1,3,0,34,0,1474,26,0.07327001356852103,0.0773405698778833,0.12143826322930801,0.09294436906377204,0.0773405698778833,0.038461538461538464,0.2692307692307692,0.34615384615384615,0.34615384615384615,492
Master,Married,49505.0,4,9,8,0,44,2,751,29,0.13315579227696406,0.0,0.02529960053262317,0.0,0.037283621837549935,0.3103448275862069,0.3448275862068966,0.06896551724137931,0.27586206896551724,481
PhD,Married,37401.0,14,2,7,0,42,1,48,7,0.3958333333333333,0.0625,0.0625,0.020833333333333332,0.0625,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,54
Graduation,Married,30096.0,30,1,6,0,32,1,45,6,0.24444444444444444,0.06666666666666667,0.26666666666666666,0.1111111111111111,0.2,0.16666666666666666,0.3333333333333333,0.0,0.5,38
Master,Together,18492.0,75,1,8,0,33,1,10,4,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.0,0.5,24
Master,Married,82584.0,26,1,1,0,41,0,1435,16,0.07177700348432056,0.047386759581881537,0.020209059233449476,0.06341463414634146,0.047386759581881537,0.0625,0.1875,0.25,0.5,390
